composite_tasks,conversation_length_chars_avg,conversation_length_chars_max,conversation_length_chars_min,conversation_length_chars_total,conversation_length_texts,conversation_length_words_avg,conversation_length_words_max,conversation_length_words_min,conversation_length_words_total,conversation_messages_avg,conversation_messages_max,conversation_messages_min,conversation_messages_total,environment,num_steps,num_trajectories,sampling_method,task,tool_call_distribution_json,trajectory_cosine_avg,trajectory_cosine_computed_pairs,trajectory_cosine_exact,trajectory_cosine_max,trajectory_cosine_min,trajectory_cosine_num_items,trajectory_cosine_num_pairs
SpicyMarinade,533.7666666666667,924,285,16013.0,30,94.8,169,50,2844.0,5.766666666666667,10,4,173.0,spicy_marinade,611,30,high_temperature,spicy_marinade,"{""communicate"":{""count"":173,""fraction"":0.28314238952536824},""give_space"":{""count"":51,""fraction"":0.08346972176759411},""navigate_to_fixture"":{""count"":117,""fraction"":0.19148936170212766},""open_hinged_part"":{""count"":30,""fraction"":0.049099836333878884},""pick_up_object"":{""count"":120,""fraction"":0.19639934533551553},""place_on_object"":{""count"":60,""fraction"":0.09819967266775777},""place_on_surface"":{""count"":60,""fraction"":0.09819967266775777}}",,,,,,,
SweetenCoffee,398.3666666666667,627,237,11951.0,30,74.7,117,43,2241.0,4.133333333333334,6,3,124.0,sweeten_coffee,325,30,high_temperature,sweeten_coffee,"{""communicate"":{""count"":124,""fraction"":0.38153846153846155},""give_space"":{""count"":31,""fraction"":0.09538461538461539},""navigate_to_fixture"":{""count"":50,""fraction"":0.15384615384615385},""pick_up_object"":{""count"":60,""fraction"":0.18461538461538463},""place_in_receptacle"":{""count"":30,""fraction"":0.09230769230769231},""place_next_to"":{""count"":30,""fraction"":0.09230769230769231}}",,,,,,,
TongBuffetSetup,346.43333333333334,521,256,10393.0,30,60.333333333333336,103,43,1810.0,3.6333333333333333,5,3,109.0,tong_buffet_setup,275,30,high_temperature,tong_buffet_setup,"{""communicate"":{""count"":109,""fraction"":0.39636363636363636},""give_space"":{""count"":33,""fraction"":0.12},""navigate_to_fixture"":{""count"":43,""fraction"":0.15636363636363637},""open_sliding_part"":{""count"":30,""fraction"":0.10909090909090909},""pick_up_object"":{""count"":30,""fraction"":0.10909090909090909},""place_next_to"":{""count"":30,""fraction"":0.10909090909090909}}",,,,,,,
VeggieDipPrep,431.43333333333334,582,285,12943.0,30,78.76666666666667,104,51,2363.0,4.566666666666666,7,3,137.0,veggie_dip_prep,388,30,high_temperature,veggie_dip_prep,"{""communicate"":{""count"":137,""fraction"":0.35309278350515466},""give_space"":{""count"":36,""fraction"":0.09278350515463918},""navigate_to_fixture"":{""count"":35,""fraction"":0.09020618556701031},""pick_up_object"":{""count"":90,""fraction"":0.23195876288659795},""place_in_receptacle"":{""count"":90,""fraction"":0.23195876288659795}}",,,,,,,
AddLemonToFish,355.53333333333336,513,264,10666.0,30,58.2,85,41,1746.0,3.9,7,3,117.0,add_lemon_to_fish,276,30,random,add_lemon_to_fish,"{""communicate"":{""count"":117,""fraction"":0.42391304347826086},""give_space"":{""count"":29,""fraction"":0.10507246376811594},""navigate_to_fixture"":{""count"":40,""fraction"":0.14492753623188406},""open_hinged_part"":{""count"":30,""fraction"":0.10869565217391304},""pick_up_object"":{""count"":30,""fraction"":0.10869565217391304},""place_on_object"":{""count"":30,""fraction"":0.10869565217391304}}",,,,,,,
AddSugarCubes,374.2,576,216,11226.0,30,59.766666666666666,91,35,1793.0,3.8666666666666667,6,2,116.0,add_sugar_cubes,294,30,random,add_sugar_cubes,"{""communicate"":{""count"":116,""fraction"":0.3945578231292517},""give_space"":{""count"":29,""fraction"":0.09863945578231292},""navigate_to_fixture"":{""count"":29,""fraction"":0.09863945578231292},""pick_up_object"":{""count"":60,""fraction"":0.20408163265306123},""place_on_object"":{""count"":60,""fraction"":0.20408163265306123}}",,,,,,,
AlcoholServingPrep,462.56666666666666,653,273,13877.0,30,86.7,130,50,2601.0,4.766666666666667,7,3,143.0,alcohol_serving_prep,437,30,random,alcohol_serving_prep,"{""communicate"":{""count"":143,""fraction"":0.32723112128146453},""give_space"":{""count"":36,""fraction"":0.08237986270022883},""navigate_to_fixture"":{""count"":108,""fraction"":0.2471395881006865},""open_hinged_part"":{""count"":30,""fraction"":0.06864988558352403},""pick_up_object"":{""count"":60,""fraction"":0.13729977116704806},""place_on_surface"":{""count"":60,""fraction"":0.13729977116704806}}",,,,,,,
AlignSilverware,457.6,621,284,13728.0,30,82.73333333333333,110,52,2482.0,5.0,6,4,150.0,align_silverware,437,30,random,align_silverware,"{""communicate"":{""count"":150,""fraction"":0.34324942791762014},""give_space"":{""count"":58,""fraction"":0.13272311212814644},""navigate_to_fixture"":{""count"":109,""fraction"":0.2494279176201373},""pick_up_object"":{""count"":60,""fraction"":0.13729977116704806},""place_next_to"":{""count"":60,""fraction"":0.13729977116704806}}",,,,,,,
ArrangeBreadBowl,450.1,604,315,13503.0,30,81.56666666666666,112,47,2447.0,4.7,6,3,141.0,arrange_bread_bowl,445,30,random,arrange_bread_bowl,"{""communicate"":{""count"":141,""fraction"":0.31685393258426964},""give_space"":{""count"":44,""fraction"":0.09887640449438202},""navigate_to_fixture"":{""count"":110,""fraction"":0.24719101123595505},""open_hinged_part"":{""count"":30,""fraction"":0.06741573033707865},""pick_up_object"":{""count"":60,""fraction"":0.1348314606741573},""place_in_receptacle"":{""count"":30,""fraction"":0.06741573033707865},""place_on_surface"":{""count"":30,""fraction"":0.06741573033707865}}",,,,,,,
ArrangeDrinkware,473.06666666666666,714,287,14192.0,30,83.06666666666666,124,52,2492.0,4.833333333333333,7,3,145.0,arrange_drinkware,411,30,random,arrange_drinkware,"{""communicate"":{""count"":145,""fraction"":0.35279805352798055},""give_space"":{""count"":45,""fraction"":0.10948905109489052},""navigate_to_fixture"":{""count"":101,""fraction"":0.24574209245742093},""pick_up_object"":{""count"":60,""fraction"":0.145985401459854},""place_on_surface"":{""count"":60,""fraction"":0.145985401459854}}",,,,,,,
ArrangeTea,457.53333333333336,721,321,13726.0,30,86.53333333333333,144,60,2596.0,5.033333333333333,8,4,151.0,arrange_tea,417,30,random,arrange_tea,"{""close_hinged_part"":{""count"":30,""fraction"":0.07194244604316546},""communicate"":{""count"":151,""fraction"":0.36211031175059955},""give_space"":{""count"":38,""fraction"":0.09112709832134293},""navigate_to_fixture"":{""count"":78,""fraction"":0.18705035971223022},""pick_up_object"":{""count"":60,""fraction"":0.14388489208633093},""place_in_receptacle"":{""count"":60,""fraction"":0.14388489208633093}}",,,,,,,
BeverageOrganization,506.7,745,232,15201.0,30,90.0,136,39,2700.0,5.466666666666667,8,3,164.0,beverage_organization,560,30,random,beverage_organization,"{""communicate"":{""count"":164,""fraction"":0.29285714285714287},""give_space"":{""count"":56,""fraction"":0.1},""navigate_to_fixture"":{""count"":160,""fraction"":0.2857142857142857},""pick_up_object"":{""count"":90,""fraction"":0.16071428571428573},""place_on_surface"":{""count"":90,""fraction"":0.16071428571428573}}",,,,,,,
BowlAndCup,408.8666666666667,611,243,12266.0,30,74.86666666666666,115,42,2246.0,4.266666666666667,7,3,128.0,bowl_and_cup,339,30,random,bowl_and_cup,"{""communicate"":{""count"":128,""fraction"":0.3775811209439528},""give_space"":{""count"":33,""fraction"":0.09734513274336283},""navigate_to_fixture"":{""count"":58,""fraction"":0.1710914454277286},""pick_up_object"":{""count"":60,""fraction"":0.17699115044247787},""place_in_receptacle"":{""count"":30,""fraction"":0.08849557522123894},""place_on_surface"":{""count"":30,""fraction"":0.08849557522123894}}",,,,,,,
CandleCleanup,490.3,714,264,14709.0,30,91.56666666666666,140,47,2747.0,5.4,8,3,162.0,candle_cleanup,495,30,random,candle_cleanup,"{""close_hinged_part"":{""count"":30,""fraction"":0.06060606060606061},""communicate"":{""count"":162,""fraction"":0.32727272727272727},""give_space"":{""count"":69,""fraction"":0.1393939393939394},""navigate_to_fixture"":{""count"":114,""fraction"":0.23030303030303031},""pick_up_object"":{""count"":60,""fraction"":0.12121212121212122},""place_in_receptacle"":{""count"":60,""fraction"":0.12121212121212122}}",,,,,,,
CheeseMixing,508.9,682,388,15267.0,30,97.96666666666667,130,73,2939.0,5.233333333333333,7,4,157.0,cheese_mixing,438,30,random,cheese_mixing,"{""communicate"":{""count"":157,""fraction"":0.3584474885844749},""give_space"":{""count"":55,""fraction"":0.12557077625570776},""navigate_to_fixture"":{""count"":106,""fraction"":0.2420091324200913},""pick_up_object"":{""count"":60,""fraction"":0.136986301369863},""place_in_receptacle"":{""count"":60,""fraction"":0.136986301369863}}",,,,,,,
ClusterItemsForClearing,366.1,555,257,10983.0,30,64.93333333333334,99,43,1948.0,3.8,6,3,114.0,cluster_items_for_clearing,302,30,random,cluster_items_for_clearing,"{""communicate"":{""count"":114,""fraction"":0.37748344370860926},""give_space"":{""count"":27,""fraction"":0.08940397350993377},""navigate_to_fixture"":{""count"":41,""fraction"":0.1357615894039735},""pick_up_object"":{""count"":60,""fraction"":0.1986754966887417},""place_next_to"":{""count"":60,""fraction"":0.1986754966887417}}",,,,,,,
ColorfulSalsa,375.43333333333334,520,183,11263.0,30,67.06666666666666,94,31,2012.0,4.166666666666667,6,2,125.0,colorful_salsa,411,30,random,colorful_salsa,"{""communicate"":{""count"":125,""fraction"":0.30413625304136255},""give_space"":{""count"":23,""fraction"":0.05596107055961071},""navigate_to_fixture"":{""count"":23,""fraction"":0.05596107055961071},""pick_up_object"":{""count"":120,""fraction"":0.291970802919708},""place_on_object"":{""count"":120,""fraction"":0.291970802919708}}",,,,,,,
CondimentCollection,494.53333333333336,630,304,14836.0,30,88.33333333333333,113,57,2650.0,5.566666666666666,7,4,167.0,condiment_collection,454,30,random,condiment_collection,"{""communicate"":{""count"":167,""fraction"":0.36784140969163},""give_space"":{""count"":60,""fraction"":0.13215859030837004},""navigate_to_fixture"":{""count"":107,""fraction"":0.2356828193832599},""pick_up_object"":{""count"":60,""fraction"":0.13215859030837004},""place_in_receptacle"":{""count"":60,""fraction"":0.13215859030837004}}",,,,,,,
CutBuffetPizza,337.3,558,255,10119.0,30,57.233333333333334,90,41,1717.0,3.533333333333333,7,3,106.0,cut_buffet_pizza,281,30,random,cut_buffet_pizza,"{""communicate"":{""count"":106,""fraction"":0.37722419928825623},""give_space"":{""count"":36,""fraction"":0.12811387900355872},""navigate_to_fixture"":{""count"":49,""fraction"":0.17437722419928825},""open_sliding_part"":{""count"":30,""fraction"":0.10676156583629894},""pick_up_object"":{""count"":30,""fraction"":0.10676156583629894},""place_on_surface"":{""count"":30,""fraction"":0.10676156583629894}}",,,,,,,
DateNight,412.03333333333336,605,274,12361.0,30,74.83333333333333,111,48,2245.0,4.366666666666666,7,3,131.0,date_night,412,30,random,date_night,"{""communicate"":{""count"":131,""fraction"":0.3179611650485437},""give_space"":{""count"":37,""fraction"":0.08980582524271845},""navigate_to_fixture"":{""count"":94,""fraction"":0.22815533980582525},""open_hinged_part"":{""count"":30,""fraction"":0.07281553398058252},""pick_up_object"":{""count"":60,""fraction"":0.14563106796116504},""place_on_surface"":{""count"":60,""fraction"":0.14563106796116504}}",,,,,,,
DeliverStraw,338.4,442,236,10152.0,30,59.43333333333333,80,39,1783.0,3.6333333333333333,4,3,109.0,deliver_straw,276,30,random,deliver_straw,"{""communicate"":{""count"":109,""fraction"":0.39492753623188404},""give_space"":{""count"":30,""fraction"":0.10869565217391304},""navigate_to_fixture"":{""count"":47,""fraction"":0.17028985507246377},""open_sliding_part"":{""count"":30,""fraction"":0.10869565217391304},""pick_up_object"":{""count"":30,""fraction"":0.10869565217391304},""place_in_receptacle"":{""count"":30,""fraction"":0.10869565217391304}}",,,,,,,
DessertAssembly,359.1,490,246,10773.0,30,65.5,94,45,1965.0,3.7666666666666666,5,3,113.0,dessert_assembly,292,30,random,dessert_assembly,"{""communicate"":{""count"":113,""fraction"":0.386986301369863},""give_space"":{""count"":29,""fraction"":0.09931506849315068},""navigate_to_fixture"":{""count"":30,""fraction"":0.10273972602739725},""pick_up_object"":{""count"":60,""fraction"":0.2054794520547945},""place_in_receptacle"":{""count"":60,""fraction"":0.2054794520547945}}",,,,,,,
DisplayMeatVariety,602.9666666666667,927,367,18089.0,30,110.1,165,68,3303.0,6.666666666666667,10,4,200.0,display_meat_variety,597,30,random,display_meat_variety,"{""communicate"":{""count"":200,""fraction"":0.33500837520938026},""give_space"":{""count"":60,""fraction"":0.10050251256281408},""navigate_to_fixture"":{""count"":157,""fraction"":0.2629815745393635},""pick_up_object"":{""count"":90,""fraction"":0.1507537688442211},""place_in_receptacle"":{""count"":90,""fraction"":0.1507537688442211}}",,,,,,,
DistributeChicken,604.8333333333334,792,428,18145.0,30,100.96666666666667,137,71,3029.0,6.033333333333333,8,5,181.0,distribute_chicken,468,30,random,distribute_chicken,"{""communicate"":{""count"":181,""fraction"":0.38675213675213677},""give_space"":{""count"":59,""fraction"":0.12606837606837606},""navigate_to_fixture"":{""count"":108,""fraction"":0.23076923076923078},""pick_up_object"":{""count"":60,""fraction"":0.1282051282051282},""place_on_object"":{""count"":60,""fraction"":0.1282051282051282}}",,,,,,,
GarnishCake,327.6,438,157,9828.0,30,56.233333333333334,77,29,1687.0,3.433333333333333,5,2,103.0,garnish_cake,280,30,random,garnish_cake,"{""communicate"":{""count"":103,""fraction"":0.3678571428571429},""give_space"":{""count"":29,""fraction"":0.10357142857142858},""navigate_to_fixture"":{""count"":28,""fraction"":0.1},""pick_up_object"":{""count"":60,""fraction"":0.21428571428571427},""place_on_object"":{""count"":60,""fraction"":0.21428571428571427}}",,,,,,,
GarnishCupcake,342.5,563,232,10275.0,30,55.4,88,35,1662.0,3.7,6,3,111.0,garnish_cupcake,344,30,random,garnish_cupcake,"{""communicate"":{""count"":111,""fraction"":0.3226744186046512},""give_space"":{""count"":36,""fraction"":0.10465116279069768},""navigate_to_fixture"":{""count"":47,""fraction"":0.13662790697674418},""open_hinged_part"":{""count"":30,""fraction"":0.0872093023255814},""pick_up_object"":{""count"":60,""fraction"":0.1744186046511628},""place_next_to"":{""count"":30,""fraction"":0.0872093023255814},""place_on_object"":{""count"":30,""fraction"":0.0872093023255814}}",,,,,,,
GarnishPancake,365.8666666666667,564,237,10976.0,30,60.6,97,36,1818.0,3.933333333333333,6,3,118.0,garnish_pancake,281,30,random,garnish_pancake,"{""communicate"":{""count"":118,""fraction"":0.4199288256227758},""give_space"":{""count"":30,""fraction"":0.10676156583629894},""navigate_to_fixture"":{""count"":43,""fraction"":0.15302491103202848},""open_hinged_part"":{""count"":30,""fraction"":0.10676156583629894},""pick_up_object"":{""count"":30,""fraction"":0.10676156583629894},""place_on_object"":{""count"":30,""fraction"":0.10676156583629894}}",,,,,,,
GatherMarinadeIngredients,566.2333333333333,829,385,16987.0,30,98.8,140,62,2964.0,6.266666666666667,10,4,188.0,gather_marinade_ingredients,554,30,random,gather_marinade_ingredients,"{""communicate"":{""count"":188,""fraction"":0.33935018050541516},""give_space"":{""count"":43,""fraction"":0.0776173285198556},""navigate_to_fixture"":{""count"":143,""fraction"":0.2581227436823105},""pick_up_object"":{""count"":90,""fraction"":0.1624548736462094},""place_in_receptacle"":{""count"":30,""fraction"":0.05415162454873646},""place_next_to"":{""count"":60,""fraction"":0.10830324909747292}}",,,,,,,
HotDogSetup,426.96666666666664,777,309,12809.0,30,69.16666666666667,114,46,2075.0,4.866666666666666,9,4,146.0,hot_dog_setup,565,30,random,hot_dog_setup,"{""communicate"":{""count"":146,""fraction"":0.2584070796460177},""give_space"":{""count"":39,""fraction"":0.06902654867256637},""navigate_to_fixture"":{""count"":140,""fraction"":0.24778761061946902},""open_hinged_part"":{""count"":60,""fraction"":0.10619469026548672},""pick_up_object"":{""count"":90,""fraction"":0.1592920353982301},""place_next_to"":{""count"":30,""fraction"":0.05309734513274336},""place_on_object"":{""count"":60,""fraction"":0.10619469026548672}}",,,,,,,
LemonSeasoningFish,305.4,522,225,9162.0,30,55.3,95,39,1659.0,3.6666666666666665,6,3,110.0,lemon_seasoning_fish,273,30,random,lemon_seasoning_fish,"{""communicate"":{""count"":110,""fraction"":0.40293040293040294},""give_space"":{""count"":28,""fraction"":0.10256410256410256},""navigate_to_fixture"":{""count"":45,""fraction"":0.16483516483516483},""open_hinged_part"":{""count"":30,""fraction"":0.10989010989010989},""pick_up_object"":{""count"":30,""fraction"":0.10989010989010989},""place_on_object"":{""count"":30,""fraction"":0.10989010989010989}}",,,,,,,
LineUpCondiments,463.26666666666665,719,285,13898.0,30,81.8,129,49,2454.0,4.833333333333333,7,3,145.0,line_up_condiments,415,30,random,line_up_condiments,"{""communicate"":{""count"":145,""fraction"":0.3493975903614458},""give_space"":{""count"":39,""fraction"":0.09397590361445783},""navigate_to_fixture"":{""count"":111,""fraction"":0.2674698795180723},""pick_up_object"":{""count"":60,""fraction"":0.14457831325301204},""place_next_to"":{""count"":40,""fraction"":0.0963855421686747},""place_on_surface"":{""count"":20,""fraction"":0.04819277108433735}}",,,,,,,
MatchCupAndDrink,527.7,771,328,15831.0,30,87.83333333333333,139,51,2635.0,5.233333333333333,7,4,157.0,match_cup_and_drink,422,30,random,match_cup_and_drink,"{""communicate"":{""count"":157,""fraction"":0.37203791469194314},""give_space"":{""count"":44,""fraction"":0.10426540284360189},""navigate_to_fixture"":{""count"":101,""fraction"":0.23933649289099526},""pick_up_object"":{""count"":60,""fraction"":0.14218009478672985},""place_next_to"":{""count"":60,""fraction"":0.14218009478672985}}",,,,,,,
MeatSkewerAssembly,387.1666666666667,527,265,11615.0,30,67.26666666666667,91,45,2018.0,4.2,6,3,126.0,meat_skewer_assembly,301,30,random,meat_skewer_assembly,"{""communicate"":{""count"":126,""fraction"":0.4186046511627907},""give_space"":{""count"":26,""fraction"":0.08637873754152824},""navigate_to_fixture"":{""count"":29,""fraction"":0.09634551495016612},""pick_up_object"":{""count"":60,""fraction"":0.19933554817275748},""place_in_receptacle"":{""count"":60,""fraction"":0.19933554817275748}}",,,,,,,
OrganizeCondiments,572.1333333333333,808,356,17164.0,30,101.06666666666666,142,61,3032.0,6.5,10,4,195.0,organize_condiments,625,30,random,organize_condiments,"{""communicate"":{""count"":195,""fraction"":0.312},""give_space"":{""count"":88,""fraction"":0.1408},""navigate_to_fixture"":{""count"":162,""fraction"":0.2592},""pick_up_object"":{""count"":90,""fraction"":0.144},""place_in_receptacle"":{""count"":90,""fraction"":0.144}}",,,,,,,
PlateStoreDinner,496.3666666666667,782,280,14891.0,30,92.46666666666667,152,48,2774.0,5.433333333333334,9,3,163.0,plate_store_dinner,611,30,random,plate_store_dinner,"{""communicate"":{""count"":163,""fraction"":0.26677577741407527},""give_space"":{""count"":51,""fraction"":0.08346972176759411},""navigate_to_fixture"":{""count"":187,""fraction"":0.3060556464811784},""open_hinged_part"":{""count"":30,""fraction"":0.049099836333878884},""pick_up_object"":{""count"":90,""fraction"":0.14729950900163666},""place_in_receptacle"":{""count"":60,""fraction"":0.09819967266775777},""place_on_object"":{""count"":30,""fraction"":0.049099836333878884}}",,,,,,,
PortionHotDogs,424.3,587,278,12729.0,30,70.93333333333334,98,45,2128.0,4.6,6,3,138.0,portion_hot_dogs,468,30,random,portion_hot_dogs,"{""communicate"":{""count"":138,""fraction"":0.2948717948717949},""give_space"":{""count"":47,""fraction"":0.10042735042735043},""navigate_to_fixture"":{""count"":43,""fraction"":0.09188034188034189},""pick_up_object"":{""count"":120,""fraction"":0.2564102564102564},""place_on_object"":{""count"":120,""fraction"":0.2564102564102564}}",,,,,,,
PortionYogurt,336.1,626,156,10083.0,30,55.5,110,25,1665.0,4.033333333333333,8,2,121.0,portion_yogurt,395,30,random,portion_yogurt,"{""communicate"":{""count"":121,""fraction"":0.30632911392405066},""give_space"":{""count"":17,""fraction"":0.043037974683544304},""navigate_to_fixture"":{""count"":17,""fraction"":0.043037974683544304},""pick_up_object"":{""count"":120,""fraction"":0.3037974683544304},""place_on_object"":{""count"":120,""fraction"":0.3037974683544304}}",,,,,,,
PrepareCheeseStation,399.76666666666665,802,221,11993.0,30,69.36666666666666,145,40,2081.0,4.666666666666667,6,3,140.0,prepare_cheese_station,436,30,random,prepare_cheese_station,"{""communicate"":{""count"":140,""fraction"":0.3211009174311927},""give_space"":{""count"":31,""fraction"":0.07110091743119266},""navigate_to_fixture"":{""count"":85,""fraction"":0.19495412844036697},""open_hinged_part"":{""count"":60,""fraction"":0.13761467889908258},""pick_up_object"":{""count"":60,""fraction"":0.13761467889908258},""place_next_to"":{""count"":60,""fraction"":0.13761467889908258}}",,,,,,,
PrepareCocktailStation,464.4,607,320,13932.0,30,81.03333333333333,111,50,2431.0,5.1,6,4,153.0,prepare_cocktail_station,553,30,random,prepare_cocktail_station,"{""communicate"":{""count"":153,""fraction"":0.2766726943942134},""give_space"":{""count"":48,""fraction"":0.0867992766726944},""navigate_to_fixture"":{""count"":142,""fraction"":0.25678119349005424},""open_hinged_part"":{""count"":30,""fraction"":0.054249547920433995},""pick_up_object"":{""count"":90,""fraction"":0.162748643761302},""place_in_receptacle"":{""count"":30,""fraction"":0.054249547920433995},""place_next_to"":{""count"":60,""fraction"":0.10849909584086799}}",,,,,,,
PrepareCoffee,667.0,750,584,1334.0,2,116.0,134,98,232.0,6.5,8,5,13.0,prepare_coffee,40,2,random,prepare_coffee,"{""communicate"":{""count"":13,""fraction"":0.325},""give_space"":{""count"":6,""fraction"":0.15},""navigate_to_fixture"":{""count"":9,""fraction"":0.225},""open_hinged_part"":{""count"":2,""fraction"":0.05},""pick_up_object"":{""count"":4,""fraction"":0.1},""place_on_surface"":{""count"":2,""fraction"":0.05},""place_under"":{""count"":2,""fraction"":0.05},""press_button"":{""count"":2,""fraction"":0.05}}",,,,,,,
PrepareDrinkStation,557.4,870,360,16722.0,30,100.4,162,64,3012.0,5.7,9,4,171.0,prepare_drink_station,553,30,random,prepare_drink_station,"{""communicate"":{""count"":171,""fraction"":0.3092224231464738},""give_space"":{""count"":46,""fraction"":0.08318264014466546},""navigate_to_fixture"":{""count"":156,""fraction"":0.2820976491862568},""pick_up_object"":{""count"":90,""fraction"":0.162748643761302},""place_in_receptacle"":{""count"":60,""fraction"":0.10849909584086799},""place_next_to"":{""count"":30,""fraction"":0.054249547920433995}}",,,,,,,
PrepareSausageCheese,505.1,925,371,15153.0,30,91.26666666666667,177,65,2738.0,5.466666666666667,9,4,164.0,prepare_sausage_cheese,468,30,random,prepare_sausage_cheese,"{""communicate"":{""count"":164,""fraction"":0.3504273504273504},""give_space"":{""count"":56,""fraction"":0.11965811965811966},""navigate_to_fixture"":{""count"":98,""fraction"":0.2094017094017094},""open_hinged_part"":{""count"":30,""fraction"":0.0641025641025641},""pick_up_object"":{""count"":60,""fraction"":0.1282051282051282},""place_on_object"":{""count"":60,""fraction"":0.1282051282051282}}",,,,,,,
PrepareSoupServing,405.23333333333335,696,269,12157.0,30,75.8,132,48,2274.0,4.8,9,3,144.0,prepare_soup_serving,370,30,random,prepare_soup_serving,"{""close_hinged_part"":{""count"":30,""fraction"":0.08108108108108109},""communicate"":{""count"":144,""fraction"":0.3891891891891892},""give_space"":{""count"":22,""fraction"":0.05945945945945946},""navigate_to_fixture"":{""count"":84,""fraction"":0.22702702702702704},""open_hinged_part"":{""count"":30,""fraction"":0.08108108108108109},""pick_up_object"":{""count"":30,""fraction"":0.08108108108108109},""place_in_receptacle"":{""count"":30,""fraction"":0.08108108108108109}}",,,,,,,
SeasoningSteak,343.06666666666666,497,240,10292.0,30,59.266666666666666,90,38,1778.0,3.7,6,3,111.0,seasoning_steak,247,30,random,seasoning_steak,"{""communicate"":{""count"":111,""fraction"":0.4493927125506073},""give_space"":{""count"":30,""fraction"":0.1214574898785425},""navigate_to_fixture"":{""count"":46,""fraction"":0.1862348178137652},""pick_up_object"":{""count"":30,""fraction"":0.1214574898785425},""place_next_to"":{""count"":30,""fraction"":0.1214574898785425}}",,,,,,,
ServeMealJuice,468.6333333333333,635,331,14059.0,30,85.26666666666667,112,56,2558.0,5.0,7,4,150.0,serve_meal_juice,415,30,random,serve_meal_juice,"{""communicate"":{""count"":150,""fraction"":0.3614457831325301},""give_space"":{""count"":51,""fraction"":0.12289156626506025},""navigate_to_fixture"":{""count"":94,""fraction"":0.22650602409638554},""pick_up_object"":{""count"":60,""fraction"":0.14457831325301204},""place_next_to"":{""count"":60,""fraction"":0.14457831325301204}}",,,,,,,
ServeSteak,425.93333333333334,536,307,12778.0,30,80.8,105,59,2424.0,4.4,6,3,132.0,serve_steak,382,30,random,serve_steak,"{""communicate"":{""count"":132,""fraction"":0.34554973821989526},""give_space"":{""count"":54,""fraction"":0.14136125654450263},""navigate_to_fixture"":{""count"":76,""fraction"":0.19895287958115182},""pick_up_object"":{""count"":60,""fraction"":0.15706806282722513},""place_on_object"":{""count"":30,""fraction"":0.07853403141361257},""place_on_surface"":{""count"":30,""fraction"":0.07853403141361257}}",,,,,,,
SetBowlsForSoup,458.8,668,251,13764.0,30,81.7,118,44,2451.0,5.1,7,3,153.0,set_bowls_for_soup,457,30,random,set_bowls_for_soup,"{""communicate"":{""count"":153,""fraction"":0.3347921225382932},""give_space"":{""count"":55,""fraction"":0.12035010940919037},""navigate_to_fixture"":{""count"":99,""fraction"":0.21663019693654267},""open_hinged_part"":{""count"":30,""fraction"":0.06564551422319474},""pick_up_object"":{""count"":60,""fraction"":0.13129102844638948},""place_on_object"":{""count"":60,""fraction"":0.13129102844638948}}",,,,,,,
SetUpSpiceStation,558.0333333333333,916,341,16741.0,30,100.73333333333333,166,59,3022.0,6.1,10,3,183.0,set_up_spice_station,584,30,random,set_up_spice_station,"{""communicate"":{""count"":183,""fraction"":0.3133561643835616},""give_space"":{""count"":53,""fraction"":0.09075342465753425},""navigate_to_fixture"":{""count"":168,""fraction"":0.2876712328767123},""pick_up_object"":{""count"":90,""fraction"":0.1541095890410959},""place_next_to"":{""count"":90,""fraction"":0.1541095890410959}}",,,,,,,
SetupBowls,488.8333333333333,880,279,14665.0,30,85.8,165,47,2574.0,5.3,9,3,159.0,setup_bowls,437,30,random,setup_bowls,"{""communicate"":{""count"":159,""fraction"":0.36384439359267734},""give_space"":{""count"":54,""fraction"":0.12356979405034325},""navigate_to_fixture"":{""count"":104,""fraction"":0.2379862700228833},""pick_up_object"":{""count"":60,""fraction"":0.13729977116704806},""place_next_to"":{""count"":60,""fraction"":0.13729977116704806}}",,,,,,,
SetupButterPlate,420.73333333333335,687,270,12622.0,30,71.83333333333333,128,43,2155.0,4.333333333333333,6,3,130.0,setup_butter_plate,402,30,random,setup_butter_plate,"{""communicate"":{""count"":130,""fraction"":0.32338308457711445},""give_space"":{""count"":28,""fraction"":0.06965174129353234},""navigate_to_fixture"":{""count"":94,""fraction"":0.23383084577114427},""open_hinged_part"":{""count"":30,""fraction"":0.07462686567164178},""pick_up_object"":{""count"":60,""fraction"":0.14925373134328357},""place_next_to"":{""count"":30,""fraction"":0.07462686567164178},""place_on_object"":{""count"":30,""fraction"":0.07462686567164178}}",,,,,,,
SetupSodaBowl,500.6333333333333,717,322,15019.0,30,88.1,129,57,2643.0,5.566666666666666,8,4,167.0,setup_soda_bowl,464,30,random,setup_soda_bowl,"{""communicate"":{""count"":167,""fraction"":0.3599137931034483},""give_space"":{""count"":50,""fraction"":0.10775862068965517},""navigate_to_fixture"":{""count"":97,""fraction"":0.20905172413793102},""open_hinged_part"":{""count"":30,""fraction"":0.06465517241379311},""pick_up_object"":{""count"":60,""fraction"":0.12931034482758622},""place_in_receptacle"":{""count"":60,""fraction"":0.12931034482758622}}",,,,,,,
